Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
Analista Predictivo Junior,TechCorp AI,"Valencia, España",30.000€ - 40.000€ brutos anuales,Al menos 2 años,"Por proyecto, jornada parcial",Ciclo Formativo Grado Superior,"['sql', 'excel', 'powerbi', 'machine learning']","En TechCorp AI, estamos en busca de un/a Analista Predictivo Junior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Valencia, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 2 años años de experiencia en roles similares.
- Conocimientos avanzados en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a TechCorp AI y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00084,Data Scientist,
Data Scientist Senior,NextGen Analytics,"Barcelona, España",45.000€ - 55.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Máster en Data Science,"['python', 'sql', 'machine learning', 'big data', 'analisis predictivo']","En NextGen Analytics, estamos en busca de un/a Data Scientist Senior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Barcelona, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, SQL, Machine Learning, Big Data, análisis predictivo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 5 años años de experiencia en roles similares.
- Conocimientos avanzados en Python, SQL, Machine Learning, Big Data, análisis predictivo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a NextGen Analytics y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00085,Data Scientist,
Especialista en Machine Learning,DataVision Group,"Madrid, España",Salario no disponible,Sin experiencia,"Temporal, media jornada",Grado universitario en Estadística,"['python', 'r', 'nlp', 'visualizacion de datos', 'estadistica descriptiva']","En DataVision Group, estamos en busca de un/a Especialista en Machine Learning con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Madrid, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, R, NLP, visualización de datos, estadística descriptiva para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Sin experiencia años de experiencia en roles similares.
- Conocimientos avanzados en Python, R, NLP, visualización de datos, estadística descriptiva.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a DataVision Group y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00086,Data Scientist,
Analista Predictivo Junior,TechCorp AI,"Valencia, España",30.000€ - 40.000€ brutos anuales,Al menos 2 años,"Por proyecto, jornada parcial",Ciclo Formativo Grado Superior,"['sql', 'excel', 'powerbi', 'comunicacion efectiva', 'trabajo en equipo']","En TechCorp AI, estamos en busca de un/a Analista Predictivo Junior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Valencia, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 2 años años de experiencia en roles similares.
- Conocimientos avanzados en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a TechCorp AI y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00087,Data Scientist,
Data Scientist Senior,NextGen Analytics,"Barcelona, España",45.000€ - 55.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Máster en Data Science,"['python', 'sql', 'machine learning', 'big data', 'analisis predictivo']","En NextGen Analytics, estamos en busca de un/a Data Scientist Senior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Barcelona, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, SQL, Machine Learning, Big Data, análisis predictivo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 5 años años de experiencia en roles similares.
- Conocimientos avanzados en Python, SQL, Machine Learning, Big Data, análisis predictivo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a NextGen Analytics y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00088,Data Scientist,
Especialista en Machine Learning,DataVision Group,"Madrid, España",Salario no disponible,Sin experiencia,"Temporal, media jornada",Grado universitario en Estadística,"['python', 'r', 'nlp', 'visualizacion de datos', 'estadistica descriptiva']","En DataVision Group, estamos en busca de un/a Especialista en Machine Learning con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Madrid, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, R, NLP, visualización de datos, estadística descriptiva para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Sin experiencia años de experiencia en roles similares.
- Conocimientos avanzados en Python, R, NLP, visualización de datos, estadística descriptiva.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a DataVision Group y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00089,Data Scientist,
Analista Predictivo Junior,TechCorp AI,"Valencia, España",30.000€ - 40.000€ brutos anuales,Al menos 2 años,"Por proyecto, jornada parcial",Ciclo Formativo Grado Superior,"['sql', 'excel', 'powerbi', 'comunicacion efectiva', 'trabajo en equipo']","En TechCorp AI, estamos en busca de un/a Analista Predictivo Junior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Valencia, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 2 años años de experiencia en roles similares.
- Conocimientos avanzados en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a TechCorp AI y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00090,Data Scientist,
Data Scientist Senior,NextGen Analytics,"Barcelona, España",45.000€ - 55.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Máster en Data Science,"['python', 'sql', 'machine learning', 'big data', 'analisis predictivo']","En NextGen Analytics, estamos en busca de un/a Data Scientist Senior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Barcelona, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, SQL, Machine Learning, Big Data, análisis predictivo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 5 años años de experiencia en roles similares.
- Conocimientos avanzados en Python, SQL, Machine Learning, Big Data, análisis predictivo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a NextGen Analytics y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00091,Data Scientist,
Especialista en Machine Learning,DataVision Group,"Madrid, España",Salario no disponible,Sin experiencia,"Temporal, media jornada",Grado universitario en Estadística,"['python', 'r', 'nlp', 'visualizacion de datos', 'estadistica descriptiva']","En DataVision Group, estamos en busca de un/a Especialista en Machine Learning con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Madrid, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, R, NLP, visualización de datos, estadística descriptiva para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Sin experiencia años de experiencia en roles similares.
- Conocimientos avanzados en Python, R, NLP, visualización de datos, estadística descriptiva.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a DataVision Group y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00092,Data Scientist,
Analista Predictivo Junior,TechCorp AI,"Valencia, España",30.000€ - 40.000€ brutos anuales,Al menos 2 años,"Por proyecto, jornada parcial",Ciclo Formativo Grado Superior,"['sql', 'excel', 'powerbi', 'comunicacion efectiva', 'trabajo en equipo']","En TechCorp AI, estamos en busca de un/a Analista Predictivo Junior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Valencia, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 2 años años de experiencia en roles similares.
- Conocimientos avanzados en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a TechCorp AI y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00093,Data Scientist,
Data Scientist Senior,NextGen Analytics,"Barcelona, España",45.000€ - 55.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Máster en Data Science,"['python', 'sql', 'machine learning', 'big data', 'analisis predictivo']","En NextGen Analytics, estamos en busca de un/a Data Scientist Senior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Barcelona, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, SQL, Machine Learning, Big Data, análisis predictivo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 5 años años de experiencia en roles similares.
- Conocimientos avanzados en Python, SQL, Machine Learning, Big Data, análisis predictivo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a NextGen Analytics y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00094,Data Scientist,
Especialista en Machine Learning,DataVision Group,"Madrid, España",Salario no disponible,Sin experiencia,"Temporal, media jornada",Grado universitario en Estadística,"['python', 'r', 'nlp', 'visualizacion de datos', 'estadistica descriptiva']","En DataVision Group, estamos en busca de un/a Especialista en Machine Learning con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Madrid, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, R, NLP, visualización de datos, estadística descriptiva para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Sin experiencia años de experiencia en roles similares.
- Conocimientos avanzados en Python, R, NLP, visualización de datos, estadística descriptiva.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a DataVision Group y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00095,Data Scientist,
Analista Predictivo Junior,TechCorp AI,"Valencia, España",30.000€ - 40.000€ brutos anuales,Al menos 2 años,"Por proyecto, jornada parcial",Ciclo Formativo Grado Superior,"['sql', 'excel', 'powerbi', 'comunicacion efectiva', 'trabajo en equipo']","En TechCorp AI, estamos en busca de un/a Analista Predictivo Junior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Valencia, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 2 años años de experiencia en roles similares.
- Conocimientos avanzados en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a TechCorp AI y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00096,Data Scientist,
Data Scientist Senior,NextGen Analytics,"Barcelona, España",45.000€ - 55.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Máster en Data Science,"['python', 'sql', 'machine learning', 'big data', 'analisis predictivo']","En NextGen Analytics, estamos en busca de un/a Data Scientist Senior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Barcelona, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, SQL, Machine Learning, Big Data, análisis predictivo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 5 años años de experiencia en roles similares.
- Conocimientos avanzados en Python, SQL, Machine Learning, Big Data, análisis predictivo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a NextGen Analytics y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00097,Data Scientist,
Especialista en Machine Learning,DataVision Group,"Madrid, España",Salario no disponible,Sin experiencia,"Temporal, media jornada",Grado universitario en Estadística,"['python', 'r', 'nlp', 'visualizacion de datos', 'estadistica descriptiva']","En DataVision Group, estamos en busca de un/a Especialista en Machine Learning con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Madrid, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, R, NLP, visualización de datos, estadística descriptiva para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Sin experiencia años de experiencia en roles similares.
- Conocimientos avanzados en Python, R, NLP, visualización de datos, estadística descriptiva.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a DataVision Group y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00098,Data Scientist,
Analista Predictivo Junior,TechCorp AI,"Valencia, España",30.000€ - 40.000€ brutos anuales,Al menos 2 años,"Por proyecto, jornada parcial",Ciclo Formativo Grado Superior,"['sql', 'excel', 'powerbi', 'comunicacion efectiva', 'trabajo en equipo', 'machine learning', 'analisis de datos']","En TechCorp AI, estamos en busca de un/a Analista Predictivo Junior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Valencia, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 2 años años de experiencia en roles similares.
- Conocimientos avanzados en SQL, Excel, Power BI, comunicación efectiva, trabajo en equipo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a TechCorp AI y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00099,Data Scientist,
Data Scientist Senior,NextGen Analytics,"Barcelona, España",45.000€ - 55.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Máster en Data Science,"['python', 'sql', 'machine learning', 'big data', 'analisis predictivo']","En NextGen Analytics, estamos en busca de un/a Data Scientist Senior con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Barcelona, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, SQL, Machine Learning, Big Data, análisis predictivo para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Al menos 5 años años de experiencia en roles similares.
- Conocimientos avanzados en Python, SQL, Machine Learning, Big Data, análisis predictivo.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a NextGen Analytics y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00100,Data Scientist,
Especialista en Machine Learning,DataVision Group,"Madrid, España",Salario no disponible,Sin experiencia,"Temporal, media jornada",Grado universitario en Estadística,"['python', 'r', 'nlp', 'visualizacion de datos', 'estadistica descriptiva']","En DataVision Group, estamos en busca de un/a Especialista en Machine Learning con pasión por transformar datos en soluciones estratégicas que impulsen resultados de alto impacto. Este puesto, basado en Madrid, España, ofrece una oportunidad única de trabajar en proyectos innovadores que redefinen las posibilidades dentro del campo de la ciencia de datos.

En este rol, serás responsable de aplicar tu experiencia en Python, R, NLP, visualización de datos, estadística descriptiva para diseñar, implementar y optimizar modelos avanzados de machine learning y análisis de datos. Trabajarás de la mano con equipos multidisciplinarios para identificar oportunidades, resolver problemas complejos y traducir desafíos en estrategias accionables basadas en datos. Además, tendrás un impacto directo en proyectos que promueven la innovación tecnológica en sectores clave.

Requisitos principales:
- Mínimo de Sin experiencia años de experiencia en roles similares.
- Conocimientos avanzados en Python, R, NLP, visualización de datos, estadística descriptiva.
- Capacidad para colaborar en entornos dinámicos y aportar soluciones estratégicas alineadas con los objetivos del negocio.

Ofrecemos:
- Entorno de trabajo inclusivo y enfocado en el desarrollo continuo.
- Acceso a herramientas y tecnologías de vanguardia.
- Programas de formación y beneficios competitivos que apoyan tanto tu bienestar personal como profesional.

Si estás listo/a para llevar tus habilidades al siguiente nivel y unirte a una empresa que valora tu talento, ¡esperamos tu candidatura! Únete a DataVision Group y sé parte de un equipo que marca la diferencia en el mundo de los datos.",DSC00101,Data Scientist,
