,Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original
213,Data Pipeline Specialist,Streamify Labs,"Málaga, España",40.000€ - 55.000€ brutos anuales,3-5 años,"Temporal, jornada completa","Grado en Informática, Matemáticas o similar","Python, SQL, Apache Spark, Hadoop, AWS","**Data Pipeline Specialist en Streamify Labs**

    ¿Estás listo/a para un nuevo desafío profesional? En Streamify Labs buscamos un/a Data Pipeline Specialist para unirse a nuestro equipo en Málaga, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Data Pipeline Specialist utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Beneficios y condiciones:**
    - Contrato Temporal, jornada completa.
    - Salario: 40.000€ - 55.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Streamify Labs, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL45980,Data Engineer
214,Data Pipeline Specialist,Boycor,"Granada, España",30.000€ - 40.000€ brutos anuales,Al menos 5 años,"Temporal, jornada completa",FP en Desarrollo de Aplicaciones Multiplataforma,"Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**Data Pipeline Specialist en Boycor**

    ¿Estás listo/a para un nuevo desafío profesional? En Boycor buscamos un/a Data Pipeline Specialist para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en Cloud platforms (AWS, GCP, Azure), queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Data Pipeline Specialist utilizando tecnologías como Cloud platforms (AWS, GCP, Azure).
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Habilidades técnicas clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Beneficios y condiciones:**
    - Contrato Temporal, jornada completa.
    - Salario: 30.000€ - 40.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Boycor, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG25124,Data Engineer
215,Senior Data Infrastructure Engineer,Keapps,"Málaga, España",50.000€ - 70.000€ brutos anuales,1-2 años,"Temporal, media jornada","Grado en Informática, Matemáticas o similar","Python, SQL, Apache Spark, Hadoop, AWS","**Senior Data Infrastructure Engineer en Keapps**

    ¿Estás listo/a para un nuevo desafío profesional? En Keapps buscamos un/a Senior Data Infrastructure Engineer para unirse a nuestro equipo en Málaga, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Senior Data Infrastructure Engineer utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Beneficios y condiciones:**
    - Contrato Temporal, media jornada.
    - Salario: 50.000€ - 70.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Keapps, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL83777,Data Engineer
216,ETL Specialist,Changetheblock,"Zaragoza, España",45.000€ - 60.000€ brutos anuales,1-2 años,"Indefinido, jornada completa","Grado en Informática, Matemáticas o similar","Python, SQL, Apache Spark, Hadoop, AWS","**ETL Specialist en Changetheblock**

    ¿Estás listo/a para un nuevo desafío profesional? En Changetheblock buscamos un/a ETL Specialist para unirse a nuestro equipo en Zaragoza, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de ETL Specialist utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Beneficios y condiciones:**
    - Contrato Indefinido, jornada completa.
    - Salario: 45.000€ - 60.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Changetheblock, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG59491,Data Engineer
217,Big Data Engineer Senior,Changetheblock,"Zaragoza, España",45.000€ - 60.000€ brutos anuales,Sin experiencia,"Temporal, media jornada",Máster en Big Data o Ingeniería de Datos,"Apache Kafka, Airflow, NoSQL databases","**Big Data Engineer Senior en Changetheblock**

    ¿Estás listo/a para un nuevo desafío profesional? En Changetheblock buscamos un/a Big Data Engineer Senior para unirse a nuestro equipo en Zaragoza, España. Si tienes pasión por la ingeniería de datos y experiencia en Apache Kafka, Airflow, NoSQL databases, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Big Data Engineer Senior utilizando tecnologías como Apache Kafka, Airflow, NoSQL databases.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: Apache Kafka, Airflow, NoSQL databases.

    **Beneficios y condiciones:**
    - Contrato Temporal, media jornada.
    - Salario: 45.000€ - 60.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Changetheblock, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG93717,Data Engineer
218,Machine Learning Data Engineer,Boycor,"Zaragoza, España",45.000€ - 60.000€ brutos anuales,Sin experiencia,"Contrato por proyecto, freelance",Curso especializado en Big Data,"Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**Machine Learning Data Engineer en Boycor**

    ¿Estás listo/a para un nuevo desafío profesional? En Boycor buscamos un/a Machine Learning Data Engineer para unirse a nuestro equipo en Zaragoza, España. Si tienes pasión por la ingeniería de datos y experiencia en Cloud platforms (AWS, GCP, Azure), queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Machine Learning Data Engineer utilizando tecnologías como Cloud platforms (AWS, GCP, Azure).
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Beneficios y condiciones:**
    - Contrato Contrato por proyecto, freelance.
    - Salario: 45.000€ - 60.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Boycor, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG74044,Data Engineer
219,ETL Developer,DataFlow Corp,"Valladolid, España",Salario no disponible,3-5 años,"Contrato por proyecto, freelance",Curso especializado en Big Data,"SQL, Data Warehousing, ETL/ELT processes, Tableau","**ETL Developer en DataFlow Corp**

    ¿Estás listo/a para un nuevo desafío profesional? En DataFlow Corp buscamos un/a ETL Developer para unirse a nuestro equipo en Valladolid, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de ETL Developer utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    **Beneficios y condiciones:**
    - Contrato Contrato por proyecto, freelance.
    - Salario: Salario no disponible.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En DataFlow Corp, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG91677,Data Engineer
220,Senior Data Infrastructure Engineer,Pipeline Analytics,"Valladolid, España",40.000€ - 55.000€ brutos anuales,Sin experiencia,"Contrato por proyecto, freelance",Máster en Big Data o Ingeniería de Datos,"Python, SQL, Apache Spark, Hadoop, AWS","**Senior Data Infrastructure Engineer en Pipeline Analytics**

    ¿Estás listo/a para un nuevo desafío profesional? En Pipeline Analytics buscamos un/a Senior Data Infrastructure Engineer para unirse a nuestro equipo en Valladolid, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Senior Data Infrastructure Engineer utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Beneficios y condiciones:**
    - Contrato Contrato por proyecto, freelance.
    - Salario: 40.000€ - 55.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Pipeline Analytics, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL27325,Data Engineer
221,Data Pipeline Specialist,BETWEEN,"Granada, España",45.000€ - 60.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Curso especializado en Big Data,"Apache Kafka, Airflow, NoSQL databases","**Data Pipeline Specialist en BETWEEN**

    ¿Estás listo/a para un nuevo desafío profesional? En BETWEEN buscamos un/a Data Pipeline Specialist para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en Apache Kafka, Airflow, NoSQL databases, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Data Pipeline Specialist utilizando tecnologías como Apache Kafka, Airflow, NoSQL databases.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Apache Kafka, Airflow, NoSQL databases.

    **Beneficios y condiciones:**
    - Contrato Indefinido, jornada completa.
    - Salario: 45.000€ - 60.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En BETWEEN, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL62429,Data Engineer
222,ETL Specialist,DataFlow Corp,"Madrid, España",35.000€ - 45.000€ brutos anuales,Sin experiencia,"Temporal, jornada completa",FP en Desarrollo de Aplicaciones Multiplataforma,"SQL, Data Warehousing, ETL/ELT processes, Tableau","**ETL Specialist en DataFlow Corp**

    ¿Estás listo/a para un nuevo desafío profesional? En DataFlow Corp buscamos un/a ETL Specialist para unirse a nuestro equipo en Madrid, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de ETL Specialist utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    **Beneficios y condiciones:**
    - Contrato Temporal, jornada completa.
    - Salario: 35.000€ - 45.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En DataFlow Corp, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG76380,Data Engineer
223,Data Pipeline Specialist,Pipeline Analytics,"Sevilla, España",45.000€ - 60.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",Curso especializado en Big Data,"Big Data tools, Data Lakes, Data Warehouses","**Data Pipeline Specialist en Pipeline Analytics**

    ¿Estás listo/a para un nuevo desafío profesional? En Pipeline Analytics buscamos un/a Data Pipeline Specialist para unirse a nuestro equipo en Sevilla, España. Si tienes pasión por la ingeniería de datos y experiencia en Big Data tools, Data Lakes, Data Warehouses, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Data Pipeline Specialist utilizando tecnologías como Big Data tools, Data Lakes, Data Warehouses.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Big Data tools, Data Lakes, Data Warehouses.

    **Beneficios y condiciones:**
    - Contrato Indefinido, jornada completa.
    - Salario: 45.000€ - 60.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Pipeline Analytics, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG77873,Data Engineer
224,Cloud Data Engineer,Gi Group,"Alicante, España",40.000€ - 55.000€ brutos anuales,1-2 años,"Contrato por proyecto, freelance",FP en Desarrollo de Aplicaciones Multiplataforma,"SQL, Data Warehousing, ETL/ELT processes, Tableau","**Cloud Data Engineer en Gi Group**

    ¿Estás listo/a para un nuevo desafío profesional? En Gi Group buscamos un/a Cloud Data Engineer para unirse a nuestro equipo en Alicante, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Cloud Data Engineer utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    **Beneficios y condiciones:**
    - Contrato Contrato por proyecto, freelance.
    - Salario: 40.000€ - 55.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Gi Group, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL46587,Data Engineer
225,Cloud Data Engineer,BETWEEN,"Alicante, España",50.000€ - 70.000€ brutos anuales,Sin experiencia,"Contrato por proyecto, freelance",Curso especializado en Big Data,"Big Data tools, Data Lakes, Data Warehouses","**Cloud Data Engineer en BETWEEN**

    ¿Estás listo/a para un nuevo desafío profesional? En BETWEEN buscamos un/a Cloud Data Engineer para unirse a nuestro equipo en Alicante, España. Si tienes pasión por la ingeniería de datos y experiencia en Big Data tools, Data Lakes, Data Warehouses, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Cloud Data Engineer utilizando tecnologías como Big Data tools, Data Lakes, Data Warehouses.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Big Data tools, Data Lakes, Data Warehouses.

    **Beneficios y condiciones:**
    - Contrato Contrato por proyecto, freelance.
    - Salario: 50.000€ - 70.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En BETWEEN, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG98201,Data Engineer
226,Cloud Data Engineer,Boycor,"Granada, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,"Contrato por proyecto, freelance",Curso especializado en Big Data,"Python, SQL, Apache Spark, Hadoop, AWS","**Cloud Data Engineer en Boycor**

    ¿Estás listo/a para un nuevo desafío profesional? En Boycor buscamos un/a Cloud Data Engineer para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Cloud Data Engineer utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Beneficios y condiciones:**
    - Contrato Contrato por proyecto, freelance.
    - Salario: 50.000€ - 70.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Boycor, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL13547,Data Engineer
227,Junior Big Data Analyst,Pipeline Analytics,"Granada, España",40.000€ - 55.000€ brutos anuales,Sin experiencia,"Indefinido, jornada completa","Grado en Informática, Matemáticas o similar","Apache Kafka, Airflow, NoSQL databases","**Junior Big Data Analyst en Pipeline Analytics**

    ¿Estás listo/a para un nuevo desafío profesional? En Pipeline Analytics buscamos un/a Junior Big Data Analyst para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en Apache Kafka, Airflow, NoSQL databases, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Junior Big Data Analyst utilizando tecnologías como Apache Kafka, Airflow, NoSQL databases.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Apache Kafka, Airflow, NoSQL databases.

    **Beneficios y condiciones:**
    - Contrato Indefinido, jornada completa.
    - Salario: 40.000€ - 55.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Pipeline Analytics, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG62918,Data Engineer
228,Data Pipeline Specialist,Aubay,"Granada, España",35.000€ - 45.000€ brutos anuales,3-5 años,"Temporal, media jornada",Curso especializado en Big Data,"Python, SQL, Apache Spark, Hadoop, AWS","**Data Pipeline Specialist en Aubay**

    ¿Estás listo/a para un nuevo desafío profesional? En Aubay buscamos un/a Data Pipeline Specialist para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Data Pipeline Specialist utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Beneficios y condiciones:**
    - Contrato Temporal, media jornada.
    - Salario: 35.000€ - 45.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Aubay, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG61222,Data Engineer
229,Big Data Engineer Senior,Streamify Labs,"Bilbao, España",30.000€ - 40.000€ brutos anuales,1-2 años,"Indefinido, jornada parcial","Grado en Informática, Matemáticas o similar","SQL, Data Warehousing, ETL/ELT processes, Tableau","**Big Data Engineer Senior en Streamify Labs**

    ¿Estás listo/a para un nuevo desafío profesional? En Streamify Labs buscamos un/a Big Data Engineer Senior para unirse a nuestro equipo en Bilbao, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Big Data Engineer Senior utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    **Beneficios y condiciones:**
    - Contrato Indefinido, jornada parcial.
    - Salario: 30.000€ - 40.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Streamify Labs, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG56426,Data Engineer
230,Junior Big Data Analyst,BETWEEN,"Alicante, España",30.000€ - 40.000€ brutos anuales,1-2 años,"Temporal, media jornada",FP en Desarrollo de Aplicaciones Multiplataforma,"Python, SQL, Apache Spark, Hadoop, AWS","**Junior Big Data Analyst en BETWEEN**

    ¿Estás listo/a para un nuevo desafío profesional? En BETWEEN buscamos un/a Junior Big Data Analyst para unirse a nuestro equipo en Alicante, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Junior Big Data Analyst utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Beneficios y condiciones:**
    - Contrato Temporal, media jornada.
    - Salario: 30.000€ - 40.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En BETWEEN, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL81180,Data Engineer
231,ETL Developer,Changetheblock,"Madrid, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,"Contrato por proyecto, freelance",Curso especializado en Big Data,"Apache Kafka, Airflow, NoSQL databases","**ETL Developer en Changetheblock**

    ¿Estás listo/a para un nuevo desafío profesional? En Changetheblock buscamos un/a ETL Developer para unirse a nuestro equipo en Madrid, España. Si tienes pasión por la ingeniería de datos y experiencia en Apache Kafka, Airflow, NoSQL databases, queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de ETL Developer utilizando tecnologías como Apache Kafka, Airflow, NoSQL databases.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Apache Kafka, Airflow, NoSQL databases.

    **Beneficios y condiciones:**
    - Contrato Contrato por proyecto, freelance.
    - Salario: 50.000€ - 70.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Changetheblock, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL79069,Data Engineer
232,Cloud Data Engineer,Streamify Labs,"Valencia, España",40.000€ - 55.000€ brutos anuales,1-2 años,"Indefinido, jornada parcial",Curso especializado en Big Data,"Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**Cloud Data Engineer en Streamify Labs**

    ¿Estás listo/a para un nuevo desafío profesional? En Streamify Labs buscamos un/a Cloud Data Engineer para unirse a nuestro equipo en Valencia, España. Si tienes pasión por la ingeniería de datos y experiencia en Cloud platforms (AWS, GCP, Azure), queremos conocerte.

    **Responsabilidades principales:**
    - Implementar y optimizar procesos de Cloud Data Engineer utilizando tecnologías como Cloud platforms (AWS, GCP, Azure).
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    **Requisitos mínimos:**
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Beneficios y condiciones:**
    - Contrato Indefinido, jornada parcial.
    - Salario: 40.000€ - 55.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    **¿Por qué elegirnos?**
    En Streamify Labs, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG63371,Data Engineer
