,Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
266,Data Privacy Specialist Junior,DataDefense Inc,"Valencia, España","['55.000', '74.000']",Sin experiencia,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['auditoria de datos', 'sistemas de seguridad', 'analisis critico', 'iso 27001']","En DataDefense Inc, buscamos un/a Data Privacy Specialist Junior apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Sistemas de seguridad, Análisis crítico, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00267,Data Security & Privacy,
267,Cybersecurity & Compliance Analyst,SecureFlow Corp,"Madrid, España","['56.000', '88.000']",Sin experiencia,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['auditoria de datos', 'trabajo en equipo', 'iso 27001', 'comunicacion efectiva']","En SecureFlow Corp, buscamos un/a Cybersecurity & Compliance Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Trabajo en equipo, ISO 27001, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00268,Data Security & Privacy,
268,Security Auditor,SecureFlow Corp,"Madrid, España","['35.000', '90.000']",Sin experiencia,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'gdpr']","En SecureFlow Corp, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, ISO 27001, Análisis crítico, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00269,Data Security & Privacy,
269,Cybersecurity & Compliance Analyst,SecureFlow Corp,"Madrid, España","['56.000', '66.000']",3-5 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['sistemas de seguridad', 'trabajo en equipo', 'auditoria de datos', 'gdpr']","En SecureFlow Corp, buscamos un/a Cybersecurity & Compliance Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Trabajo en equipo, Auditoría de datos, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00270,Data Security & Privacy,
270,Security Auditor,CyberSecure Tech,"Bilbao, España","['48.000', '75.000']",Sin experiencia,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['trabajo en equipo', 'auditoría de datos', 'sistemas de seguridad', 'comunicación efectiva']","En CyberSecure Tech, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Auditoría de datos, Sistemas de seguridad, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00271,Data Security & Privacy,
271,Information Security Consultant,DataDefense Inc,"Barcelona, España","['35.000', '69.000']",Sin experiencia,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['iso 27001', 'gestion de riesgos', 'analisis critico']","En DataDefense Inc, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, ISO 27001, Gestión de riesgos, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00272,Data Security & Privacy,
272,IT Security Analyst,Shield Analytics,"Bilbao, España","['52.000', '88.000']",3-5 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['gestion de riesgos', 'analisis critico', 'iso 27001', 'trabajo en equipo']","En Shield Analytics, buscamos un/a IT Security Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, Análisis crítico, ISO 27001, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00273,Data Security & Privacy,
273,Information Security Consultant,SecureFlow Corp,"Bilbao, España","['36.000', '92.000']",1-2 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['trabajo en equipo', 'sistemas de seguridad', 'auditoria de datos', 'comunicacion efectiva', 'iso 27001', 'gdpr']","En SecureFlow Corp, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Sistemas de seguridad, Auditoría de datos, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00274,Data Security & Privacy,
274,Data Privacy Specialist Junior,DataDefense Inc,"Madrid, España","['30.000', '83.000']",3-5 años,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['comunicacion efectiva', 'iso 27001', 'sistemas de seguridad', 'analisis critico']","En DataDefense Inc, buscamos un/a Data Privacy Specialist Junior apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, ISO 27001, Sistemas de seguridad, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00275,Data Security & Privacy,
275,Information Security Consultant,DataDefense Inc,"Sevilla, España","['58.000', '84.000']",Sin experiencia,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['sistemas de seguridad', 'trabajo en equipo', 'gestion de riesgos', 'gdpr']","En DataDefense Inc, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Trabajo en equipo, Gestión de riesgos, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00276,Data Security & Privacy,
276,Security Auditor,PrivacyGuard Labs,"Sevilla, España","['41.000', '68.000']",Al menos 5 años,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['sistemas de seguridad', 'auditoria de datos', 'analisis critico']","En PrivacyGuard Labs, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Sistemas de seguridad, Auditoría de datos, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00277,Data Security & Privacy,
277,IT Security Analyst,CyberSecure Tech,"Bilbao, España","['54.000', '96.000']",3-5 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['gestion de riesgos', 'sistemas de seguridad', 'analisis critico', 'iso 27001']","En CyberSecure Tech, buscamos un/a IT Security Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, Sistemas de seguridad, Análisis crítico, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00278,Data Security & Privacy,
278,Chief Information Security Officer,PrivacyGuard Labs,"Bilbao, España","['56.000', '86.000']",Al menos 5 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'gdpr', 'comunicacion efectiva', 'gestion de riesgos']","En PrivacyGuard Labs, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Conocimiento de GDPR, Comunicación efectiva, Gestión de riesgos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00279,Data Security & Privacy,
279,IT Security Analyst,CyberSecure Tech,"Bilbao, España","['35.000', '70.000']",3-5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['iso 27001', 'auditoria de datos', 'gestion de riesgos', 'trabajo en equipo']","En CyberSecure Tech, buscamos un/a IT Security Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Auditoría de datos, Gestión de riesgos, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00280,Data Security & Privacy,
280,Security Auditor,PrivacyGuard Labs,"Bilbao, España","['34.000', '68.000']",Al menos 5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['sistemas de seguridad', 'auditoria de datos']","En PrivacyGuard Labs, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Sistemas de seguridad, Comunicación efectiva, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00281,Data Security & Privacy,
281,Privacy Compliance Manager,Shield Analytics,"Sevilla, España","['34.000', '73.000']",1-2 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['auditoria de datos', 'gdpr', 'sistemas de seguridad', 'gestion de riesgos']","En Shield Analytics, buscamos un/a Privacy Compliance Manager apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Conocimiento de GDPR, Sistemas de seguridad, Gestión de riesgos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00282,Data Security & Privacy,
282,Chief Information Security Officer,Shield Analytics,"Madrid, España","['53.000', '87.000']",Al menos 5 años,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gdpr', 'iso 27001', 'sistemas de seguridad']","En Shield Analytics, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Comunicación efectiva, ISO 27001, Sistemas de seguridad. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00283,Data Security & Privacy,
283,Chief Information Security Officer,SecureFlow Corp,"Bilbao, España","['58.000', '99.000']",Al menos 5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['iso27001', 'analisis critico', 'gdpr', 'trabajo en equipo']","En SecureFlow Corp, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Análisis crítico, Conocimiento de GDPR, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00284,Data Security & Privacy,
284,Data Privacy Specialist Junior,PrivacyGuard Labs,"Bilbao, España","['37.000', '94.000']",Sin experiencia,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gdpr', 'sistemas de seguridad', 'comunicacion efectiva', 'analisis critico']","En PrivacyGuard Labs, buscamos un/a Data Privacy Specialist Junior apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Sistemas de seguridad, Comunicación efectiva, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00285,Data Security & Privacy,
285,Data Protection Officer,PrivacyGuard Labs,"Valencia, España","['33.000', '95.000']",Sin experiencia,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['gdpr', 'iso 27001']","En PrivacyGuard Labs, buscamos un/a Data Protection Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, Comunicación efectiva, Conocimiento de GDPR, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00286,Data Security & Privacy,
286,Privacy Compliance Manager,Shield Analytics,"Barcelona, España","['49.000', '86.000']",3-5 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'sistemas de seguridad', 'gdpr', 'trabajo en equipo', 'comunicacion efectiva']","En Shield Analytics, buscamos un/a Privacy Compliance Manager apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, ISO 27001, Sistemas de seguridad, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00287,Data Security & Privacy,
287,Information Security Consultant,Shield Analytics,"Valencia, España","['36.000', '64.000']",Sin experiencia,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['analisis critico', 'auditoria de datos', 'trabajo en equipo', 'iso 27001']","En Shield Analytics, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, Auditoría de datos, Trabajo en equipo, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00288,Data Security & Privacy,
288,Security Risk Management Expert,Shield Analytics,"Sevilla, España","['51.000', '66.000']",Sin experiencia,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gestion de riesgos', 'iso 27001', 'gdpr', 'comunicacion efectiva']","En Shield Analytics, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, ISO 27001, Conocimiento de GDPR, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00289,Data Security & Privacy,
289,Security Risk Management Expert,PrivacyGuard Labs,"Sevilla, España","['41.000', '84.000']",1-2 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['gdpr', 'gestion de riesgos', 'auditoria de datos', 'trabajo en equipo']","En PrivacyGuard Labs, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Trabajo en equipo, Gestión de riesgos, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00290,Data Security & Privacy,
290,GDPR Specialist,SecureFlow Corp,"Madrid, España","['56.000', '99.000']",Al menos 5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['iso 27001', 'gdpr', 'comunicacion efectiva', 'analisis critico']","En SecureFlow Corp, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Conocimiento de GDPR, Comunicación efectiva, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00291,Data Security & Privacy,
291,IT Security Analyst,PrivacyGuard Labs,"Madrid, España","['38.000', '72.000']",3-5 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['gdpr', 'auditoria de datos', 'sistemas de seguridad']","En PrivacyGuard Labs, buscamos un/a IT Security Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Auditoría de datos, Trabajo en equipo, Sistemas de seguridad. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00292,Data Security & Privacy,
292,Data Privacy Specialist Junior,SecureFlow Corp,"Madrid, España","['49.000', '68.000']",Al menos 5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['comunicacion efectiva', 'iso 27001', 'gdpr', 'gestion de riesgos']","En SecureFlow Corp, buscamos un/a Data Privacy Specialist Junior apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, ISO 27001, Conocimiento de GDPR, Gestión de riesgos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00293,Data Security & Privacy,
293,Cybersecurity & Compliance Analyst,SecureFlow Corp,"Barcelona, España","['33.000', '77.000']",Al menos 5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gestion de riesgos', 'auditoria de datos', 'iso 27001']","En SecureFlow Corp, buscamos un/a Cybersecurity & Compliance Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Auditoría de datos, Gestión de riesgos, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00294,Data Security & Privacy,
294,Chief Information Security Officer,DataDefense Inc,"Sevilla, España","['45.000', '70.000']",Al menos 5 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'sistemas de seguridad', 'trabajo en equipo', 'gdpr']","En DataDefense Inc, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Sistemas de seguridad, Trabajo en equipo, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00295,Data Security & Privacy,
295,Data Protection Officer,DataDefense Inc,"Sevilla, España","['48.000', '98.000']",Al menos 5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gestion de riesgos', 'iso 27001', 'sistemas de seguridad', 'analisis critico']","En DataDefense Inc, buscamos un/a Data Protection Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, ISO 27001, Sistemas de seguridad, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00296,Data Security & Privacy,
296,GDPR Specialist,SecureFlow Corp,"Madrid, España","['51.000', '88.000']",3-5 años,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gdpr', 'sistemas de seguridad']","En SecureFlow Corp, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Sistemas de seguridad, Análisis crítico, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00297,Data Security & Privacy,
297,GDPR Specialist,CyberSecure Tech,"Bilbao, España","['34.000', '68.000']",Sin experiencia,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'gdpr', 'sistemas de seguridad', 'comunicacion efectiva', 'gestion de riesgos', 'trabajo en equipo']","En CyberSecure Tech, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Comunicación efectiva, Gestión de riesgos, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00298,Data Security & Privacy,
