Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
ETL Developer,Streamify Labs,"Málaga, España","['45.000', '60.000']",3-5 años,"Contrato por proyecto, freelance",['Curso especializado en Big Data'],"['sql', 'data warehousing', 'etl', 'elt', 'tableau']","ETL Developer en Streamify Labs

    ¿Estás listo/a para un nuevo desafío profesional? En Streamify Labs buscamos un/a ETL Developer para unirse a nuestro equipo en Málaga, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de ETL Developer utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Beneficios y condiciones:
    - Contrato Contrato por proyecto, freelance.
    - Salario: 45.000€ - 60.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Streamify Labs, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL59913,Data Engineer,
Data Engineer Junior,Gi Group,"Granada, España","['40.000', '55.000']",Sin experiencia,"Temporal, jornada completa","['Grado en Informática', ' Matemáticas o similar']","['big data', 'data lakes', 'data warehouses']","Data Engineer Junior en Gi Group

    ¿Estás listo/a para un nuevo desafío profesional? En Gi Group buscamos un/a Data Engineer Junior para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en Big Data tools, Data Lakes, Data Warehouses, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Data Engineer Junior utilizando tecnologías como Big Data tools, Data Lakes, Data Warehouses.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Big Data tools, Data Lakes, Data Warehouses.

    Beneficios y condiciones:
    - Contrato Temporal, jornada completa.
    - Salario: 40.000€ - 55.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Gi Group, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG87842,Data Engineer,
ETL Specialist,Gi Group,"Valencia, España","['45.000', '60.000']",Sin experiencia,"Contrato por proyecto, freelance",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['sql', 'data warehousing', 'etl', 'tableau']","ETL Specialist en Gi Group

    ¿Estás listo/a para un nuevo desafío profesional? En Gi Group buscamos un/a ETL Specialist para unirse a nuestro equipo en Valencia, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de ETL Specialist utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Beneficios y condiciones:
    - Contrato Contrato por proyecto, freelance.
    - Salario: 45.000€ - 60.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Gi Group, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL34467,Data Engineer,
Data Pipeline Specialist,Changetheblock,"Valladolid, España","['45.000', '60.000']",Al menos 5 años,"Indefinido, jornada completa",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['sql', 'data warehousing', 'etl', 'tableau']","Data Pipeline Specialist en Changetheblock

    ¿Estás listo/a para un nuevo desafío profesional? En Changetheblock buscamos un/a Data Pipeline Specialist para unirse a nuestro equipo en Valladolid, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Data Pipeline Specialist utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Beneficios y condiciones:
    - Contrato Indefinido, jornada completa.
    - Salario: 45.000€ - 60.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Changetheblock, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG79860,Data Engineer,
Machine Learning Data Engineer,Changetheblock,"Barcelona, España","['35.000', '45.000']",Al menos 5 años,"Indefinido, jornada parcial",['Máster en Big Data o Ingeniería de Datos'],"['sql', 'data warehousing', 'etl', 'tableau']","Machine Learning Data Engineer en Changetheblock

    ¿Estás listo/a para un nuevo desafío profesional? En Changetheblock buscamos un/a Machine Learning Data Engineer para unirse a nuestro equipo en Barcelona, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Machine Learning Data Engineer utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Beneficios y condiciones:
    - Contrato Indefinido, jornada parcial.
    - Salario: 35.000€ - 45.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Changetheblock, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG30209,Data Engineer,
Data Architect,Pipeline Analytics,"Granada, España","['35.000', '45.000']",3-5 años,"Temporal, jornada completa",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['big data', 'data lakes', 'data warehouses']","Data Architect en Pipeline Analytics

    ¿Estás listo/a para un nuevo desafío profesional? En Pipeline Analytics buscamos un/a Data Architect para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en Big Data tools, Data Lakes, Data Warehouses, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Data Architect utilizando tecnologías como Big Data tools, Data Lakes, Data Warehouses.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Habilidades técnicas clave: Big Data tools, Data Lakes, Data Warehouses.

    Beneficios y condiciones:
    - Contrato Temporal, jornada completa.
    - Salario: 35.000€ - 45.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Pipeline Analytics, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG40115,Data Engineer,
Senior Data Infrastructure Engineer,Aubay,"Alicante, España",['No Dispobible'],1-2 años,"Indefinido, jornada parcial","['Grado en Informática', ' Matemáticas o similar']","['apache kafka', 'airflow', 'nosql']","Senior Data Infrastructure Engineer en Aubay

    ¿Estás listo/a para un nuevo desafío profesional? En Aubay buscamos un/a Senior Data Infrastructure Engineer para unirse a nuestro equipo en Alicante, España. Si tienes pasión por la ingeniería de datos y experiencia en Apache Kafka, Airflow, NoSQL databases, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Senior Data Infrastructure Engineer utilizando tecnologías como Apache Kafka, Airflow, NoSQL databases.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Apache Kafka, Airflow, NoSQL databases.

    Beneficios y condiciones:
    - Contrato Indefinido, jornada parcial.
    - Salario: Salario no disponible.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Aubay, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL99733,Data Engineer,
Junior Big Data Analyst,Pipeline Analytics,"Valladolid, España","['30.000', '40.000']",Sin experiencia,"Contrato por proyecto, freelance",['Máster en Big Data o Ingeniería de Datos'],"['aws', 'gcp', 'azure', 'docker', 'kubernetes']","Junior Big Data Analyst en Pipeline Analytics

    ¿Estás listo/a para un nuevo desafío profesional? En Pipeline Analytics buscamos un/a Junior Big Data Analyst para unirse a nuestro equipo en Valladolid, España. Si tienes pasión por la ingeniería de datos y experiencia en Cloud platforms (AWS, GCP, Azure), queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Junior Big Data Analyst utilizando tecnologías como Cloud platforms (AWS, GCP, Azure).
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    Beneficios y condiciones:
    - Contrato Contrato por proyecto, freelance.
    - Salario: 30.000€ - 40.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Pipeline Analytics, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL69904,Data Engineer,
Data Pipeline Specialist,Gi Group,"Valladolid, España",['No Dispobible'],Al menos 5 años,"Temporal, jornada completa","['Grado en Informática', ' Matemáticas o similar']","['aws', 'gcp', 'azure', 'docker', 'kubernetes']","Data Pipeline Specialist en Gi Group

    ¿Estás listo/a para un nuevo desafío profesional? En Gi Group buscamos un/a Data Pipeline Specialist para unirse a nuestro equipo en Valladolid, España. Si tienes pasión por la ingeniería de datos y experiencia en Cloud platforms (AWS, GCP, Azure), queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Data Pipeline Specialist utilizando tecnologías como Cloud platforms (AWS, GCP, Azure).
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    Beneficios y condiciones:
    - Contrato Temporal, jornada completa.
    - Salario: Salario no disponible.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Gi Group, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG59308,Data Engineer,
Big Data Engineer Senior,Keapps,"Málaga, España","['50.000', '70.000']",Sin experiencia,"Temporal, jornada completa",['Curso especializado en Big Data'],"['python', 'sql', 'apache spark', 'hadoop', 'aws']","Big Data Engineer Senior en Keapps

    ¿Estás listo/a para un nuevo desafío profesional? En Keapps buscamos un/a Big Data Engineer Senior para unirse a nuestro equipo en Málaga, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Big Data Engineer Senior utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    Beneficios y condiciones:
    - Contrato Temporal, jornada completa.
    - Salario: 50.000€ - 70.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Keapps, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG64346,Data Engineer,
Cloud Data Engineer,DataFlow Corp,"Granada, España",['No Dispobible'],3-5 años,"Contrato por proyecto, freelance",['Curso especializado en Big Data'],"['aws', 'gcp', 'azure', 'docker', 'kubernetes']","Cloud Data Engineer en DataFlow Corp

    ¿Estás listo/a para un nuevo desafío profesional? En DataFlow Corp buscamos un/a Cloud Data Engineer para unirse a nuestro equipo en Granada, España. Si tienes pasión por la ingeniería de datos y experiencia en Cloud platforms (AWS, GCP, Azure), queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Cloud Data Engineer utilizando tecnologías como Cloud platforms (AWS, GCP, Azure).
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    Beneficios y condiciones:
    - Contrato Contrato por proyecto, freelance.
    - Salario: Salario no disponible.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En DataFlow Corp, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG58267,Data Engineer,
ETL Specialist,Streamify Labs,"Valladolid, España",['No Dispobible'],3-5 años,"Contrato por proyecto, freelance","['Grado en Informática', ' Matemáticas o similar']","['python', 'sql', 'apache spark', 'hadoop', 'aws']","ETL Specialist en Streamify Labs

    ¿Estás listo/a para un nuevo desafío profesional? En Streamify Labs buscamos un/a ETL Specialist para unirse a nuestro equipo en Valladolid, España. Si tienes pasión por la ingeniería de datos y experiencia en Python, SQL, Apache Spark, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de ETL Specialist utilizando tecnologías como Python, SQL, Apache Spark.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Python, SQL, Apache Spark, Hadoop, AWS.

    Beneficios y condiciones:
    - Contrato Contrato por proyecto, freelance.
    - Salario: Salario no disponible.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Streamify Labs, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",ETL62116,Data Engineer,
ETL Specialist,Keapps,"Valladolid, España","['45.000', '60.000']",Sin experiencia,"Indefinido, jornada completa",['Máster en Big Data o Ingeniería de Datos'],"['sql', 'data warehousing', 'etl', 'elt', 'tableau']","ETL Specialist en Keapps

    ¿Estás listo/a para un nuevo desafío profesional? En Keapps buscamos un/a ETL Specialist para unirse a nuestro equipo en Valladolid, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de ETL Specialist utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Beneficios y condiciones:
    - Contrato Indefinido, jornada completa.
    - Salario: 45.000€ - 60.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Keapps, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG70266,Data Engineer,
Data Engineer Junior,DataFlow Corp,"Zaragoza, España","['35.000', '45.000']",3-5 años,"Indefinido, jornada completa",['Curso especializado en Big Data'],"['big data tools', 'data lakes', 'data warehouses']","Data Engineer Junior en DataFlow Corp

    ¿Estás listo/a para un nuevo desafío profesional? En DataFlow Corp buscamos un/a Data Engineer Junior para unirse a nuestro equipo en Zaragoza, España. Si tienes pasión por la ingeniería de datos y experiencia en Big Data tools, Data Lakes, Data Warehouses, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Data Engineer Junior utilizando tecnologías como Big Data tools, Data Lakes, Data Warehouses.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Big Data tools, Data Lakes, Data Warehouses.

    Beneficios y condiciones:
    - Contrato Indefinido, jornada completa.
    - Salario: 35.000€ - 45.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En DataFlow Corp, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG16055,Data Engineer,
Big Data Engineer Senior,Aubay,"Barcelona, España","['40.000', '55.000']",Al menos 5 años,"Indefinido, jornada parcial",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['sql', 'data warehousing', 'etl', 'tableau']","Big Data Engineer Senior en Aubay

    ¿Estás listo/a para un nuevo desafío profesional? En Aubay buscamos un/a Big Data Engineer Senior para unirse a nuestro equipo en Barcelona, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Big Data Engineer Senior utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Beneficios y condiciones:
    - Contrato Indefinido, jornada parcial.
    - Salario: 40.000€ - 55.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Aubay, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG91198,Data Engineer,
Big Data Engineer Senior,Streamify Labs,"Barcelona, España",['No Dispobible'],Al menos 5 años,"Contrato por proyecto, freelance",['Curso especializado en Big Data'],"['sql', 'data warehousing', 'etl', 'tableau']","Big Data Engineer Senior en Streamify Labs

    ¿Estás listo/a para un nuevo desafío profesional? En Streamify Labs buscamos un/a Big Data Engineer Senior para unirse a nuestro equipo en Barcelona, España. Si tienes pasión por la ingeniería de datos y experiencia en SQL, Data Warehousing, ETL/ELT processes, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Big Data Engineer Senior utilizando tecnologías como SQL, Data Warehousing, ETL/ELT processes.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Beneficios y condiciones:
    - Contrato Contrato por proyecto, freelance.
    - Salario: Salario no disponible.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Streamify Labs, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG50129,Data Engineer,
Machine Learning Data Engineer,Boycor,"Valladolid, España","['30.000', '40.000']",Sin experiencia,"Temporal, media jornada",['Máster en Big Data o Ingeniería de Datos'],"['big data', 'data lakes', 'data warehouses']","Machine Learning Data Engineer en Boycor

    ¿Estás listo/a para un nuevo desafío profesional? En Boycor buscamos un/a Machine Learning Data Engineer para unirse a nuestro equipo en Valladolid, España. Si tienes pasión por la ingeniería de datos y experiencia en Big Data tools, Data Lakes, Data Warehouses, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Machine Learning Data Engineer utilizando tecnologías como Big Data tools, Data Lakes, Data Warehouses.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Sin experiencia de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: Big Data tools, Data Lakes, Data Warehouses.

    Beneficios y condiciones:
    - Contrato Temporal, media jornada.
    - Salario: 30.000€ - 40.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Boycor, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG31588,Data Engineer,
Junior Big Data Analyst,Boycor,"Alicante, España","['30.000', '40.000']",1-2 años,"Contrato por proyecto, freelance",['Máster en Big Data o Ingeniería de Datos'],"['apache kafka', 'airflow', 'nosql']","Junior Big Data Analyst en Boycor

    ¿Estás listo/a para un nuevo desafío profesional? En Boycor buscamos un/a Junior Big Data Analyst para unirse a nuestro equipo en Alicante, España. Si tienes pasión por la ingeniería de datos y experiencia en Apache Kafka, Airflow, NoSQL databases, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Junior Big Data Analyst utilizando tecnologías como Apache Kafka, Airflow, NoSQL databases.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: Apache Kafka, Airflow, NoSQL databases.

    Beneficios y condiciones:
    - Contrato Contrato por proyecto, freelance.
    - Salario: 30.000€ - 40.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Boycor, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG46533,Data Engineer,
Data Engineer Junior,Streamify Labs,"Sevilla, España","['40.000', '55.000']",Al menos 5 años,"Contrato por proyecto, freelance",['Curso especializado en Big Data'],"['apache kafka', 'airflow', 'nosql']","Data Engineer Junior en Streamify Labs

    ¿Estás listo/a para un nuevo desafío profesional? En Streamify Labs buscamos un/a Data Engineer Junior para unirse a nuestro equipo en Sevilla, España. Si tienes pasión por la ingeniería de datos y experiencia en Apache Kafka, Airflow, NoSQL databases, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Data Engineer Junior utilizando tecnologías como Apache Kafka, Airflow, NoSQL databases.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - Al menos 5 años de experiencia en roles relacionados.
    - Formación académica mínima: Curso especializado en Big Data.
    - Habilidades técnicas clave: Apache Kafka, Airflow, NoSQL databases.

    Beneficios y condiciones:
    - Contrato Contrato por proyecto, freelance.
    - Salario: 40.000€ - 55.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Streamify Labs, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",DENG34644,Data Engineer,
ETL Developer,Boycor,"Bilbao, España",['No Dispobible'],1-2 años,"Temporal, jornada completa","['Grado en Informática', ' Matemáticas o similar']","['aws', 'gcp', 'azure', 'docker', 'kubernetes']","ETL Developer en Boycor

    ¿Estás listo/a para un nuevo desafío profesional? En Boycor buscamos un/a ETL Developer para unirse a nuestro equipo en Bilbao, España. Si tienes pasión por la ingeniería de datos y experiencia en Cloud platforms (AWS, GCP, Azure), queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de ETL Developer utilizando tecnologías como Cloud platforms (AWS, GCP, Azure).
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - 1-2 años de experiencia en roles relacionados.
    - Formación académica mínima: Grado en Informática, Matemáticas o similar.
    - Habilidades técnicas clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    Beneficios y condiciones:
    - Contrato Temporal, jornada completa.
    - Salario: Salario no disponible.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En Boycor, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG27534,Data Engineer,
Data Architect,EOS Solutions,"Valencia, España","['35.000', '45.000']",3-5 años,"Indefinido, jornada completa",['Máster en Big Data o Ingeniería de Datos'],"['big data tools', 'data lakes', 'data warehouses']","Data Architect en EOS Solutions

    ¿Estás listo/a para un nuevo desafío profesional? En EOS Solutions buscamos un/a Data Architect para unirse a nuestro equipo en Valencia, España. Si tienes pasión por la ingeniería de datos y experiencia en Big Data tools, Data Lakes, Data Warehouses, queremos conocerte.

    Responsabilidades principales:
    - Implementar y optimizar procesos de Data Architect utilizando tecnologías como Big Data tools, Data Lakes, Data Warehouses.
    - Colaborar con equipos técnicos para integrar soluciones innovadoras en entornos dinámicos.
    - Diseñar y mantener pipelines de datos escalables y eficientes.

    Requisitos mínimos:
    - 3-5 años de experiencia en roles relacionados.
    - Formación académica mínima: Máster en Big Data o Ingeniería de Datos.
    - Habilidades técnicas clave: Big Data tools, Data Lakes, Data Warehouses.

    Beneficios y condiciones:
    - Contrato Indefinido, jornada completa.
    - Salario: 35.000€ - 45.000€ brutos anuales.
    - Oportunidades de desarrollo en una empresa en constante crecimiento.

    ¿Por qué elegirnos?
    En EOS Solutions, creemos en el talento, la innovación y el trabajo en equipo como motores del éxito. ¡Únete y sé parte del cambio!",BDENG99498,Data Engineer,
